delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,distance_km_normalized,package_weight_kg_normalized,delivery_cost_normalized
3206.0,xpressbees,automobile parts,ev van,same day,north,foggy,142.4,6.44,6,8,no,delivered,3,831.32,0.4729131175468484,0.1181166837256909,0.47861232129115633
3207.0,ecom express,pharmacy,van,two day,central,clear,209.1,43.13,6,16,no,delivered,5,1174.89,0.7001703577512777,0.8691914022517911,0.7021374406559252
3208.0,amazon logistics,automobile parts,bike,two day,south,foggy,153.4,30.64,8,16,no,delivered,4,858.92,0.5103918228279387,0.613510747185261,0.49656875897333935
3209.0,dhl,furniture,ev van,express,east,foggy,269.9,39.67,9,7,yes,delayed,3,1518.51,0.9073253833049404,0.7983623336745138,0.9256950897991038
3210.0,ekart,fragile items,bike,two day,south,foggy,273.0,35.54,9,16,no,delivered,5,1471.62,0.9178875638841568,0.7138178096212896,0.8951886636064385
3211.0,ecom express,clothing,van,standard,west,cold,84.1,37.66,3,24,no,delivered,5,533.48,0.27427597955706984,0.7572159672466734,0.28483893725994647
3212.0,ekart,documents,ev bike,standard,central,rainy,129.1,49.14,7,24,no,delivered,5,792.92,0.4275979557069846,0.9922210849539405,0.45362945147246686
3213.0,dhl,documents,van,standard,central,clear,60.9,29.76,2,24,no,delivered,5,393.78,0.1952299829642249,0.595496417604913,0.1939507363830998
3214.0,ecom express,cosmetics,scooter,express,south,clear,279.4,15.58,5,7,no,delivered,3,1493.74,0.9396933560477001,0.3052200614124872,0.9095798375749127
3215.0,shadowfax,furniture,scooter,same day,east,hot,19.0,30.21,2,8,no,delivered,4,285.63,0.0524701873935264,0.6047082906857727,0.12358882568280655
3216.0,ekart,documents,ev bike,express,central,rainy,242.1,26.49,10,6,yes,delayed,2,1339.97,0.8126064735945486,0.5285568065506652,0.8095377570535619
3217.0,delhivery,clothing,truck,two day,south,foggy,249.5,10.54,14,16,no,delivered,4,1279.12,0.8378194207836457,0.2020470829068577,0.7699490167288938
3218.0,dhl,groceries,truck,same day,central,hot,263.7,15.55,10,8,yes,delayed,3,1465.15,0.8862010221465076,0.3046059365404299,0.8909793102802166
3219.0,ecom express,clothing,truck,same day,east,cold,195.3,32.9,7,8,no,delivered,4,1175.2,0.6531516183986372,0.6597748208802455,0.7023391252820657
3220.0,dhl,cosmetics,scooter,two day,east,clear,155.2,23.61,3,16,no,delivered,3,846.83,0.5165247018739353,0.4696008188331627,0.48870305855386137
3221.0,xpressbees,fragile items,ev van,express,central,hot,181.5,15.9,7,5,yes,delayed,2,1005.2,0.6061328790459967,0.3117707267144319,0.5917378786889094
3222.0,ekart,automobile parts,scooter,express,central,foggy,58.2,29.21,6,3,yes,delayed,3,428.63,0.18603066439523,0.5842374616171955,0.21662399193469684
3223.0,xpressbees,documents,ev van,standard,central,stormy,53.5,13.9,8,24,no,delivered,4,309.2,0.17001703577512778,0.27082906857727734,0.13892336322516358
3224.0,xpressbees,groceries,ev bike,two day,north,rainy,237.9,49.12,11,16,no,delivered,5,1336.86,0.7982964224872232,0.991811668372569,0.8075144048364752
3225.0,shadowfax,furniture,bike,standard,north,clear,164.0,38.13,5,24,no,delivered,5,934.39,0.5465076660988075,0.7668372569089048,0.5456692065050187
3226.0,xpressbees,furniture,scooter,same day,north,hot,279.7,7.81,10,8,yes,delayed,2,1521.93,0.9407155025553663,0.14616171954964174,0.9279201266423308
3227.0,shadowfax,furniture,truck,two day,east,stormy,81.0,17.34,9,16,no,delivered,4,457.02,0.26371379897785346,0.3412487205731832,0.23509440011575394
3228.0,dhl,clothing,bike,express,east,foggy,85.5,13.27,7,3,yes,delayed,3,517.31,0.27904599659284496,0.2579324462640737,0.2743188069222327
3229.0,xpressbees,clothing,ev van,standard,south,foggy,153.6,12.87,8,24,no,delivered,4,806.61,0.5110732538330495,0.24974411463664276,0.46253610480105695
3230.0,amazon logistics,groceries,van,same day,west,stormy,24.6,12.02,8,8,yes,delayed,2,259.06,0.07155025553662692,0.23234390992835208,0.10630250143586442
3231.0,amazon logistics,electronics,ev van,express,south,foggy,223.0,5.04,9,6,yes,delayed,2,1180.12,0.7475298126064737,0.0894575230296827,0.7055400554775851
3232.0,blue dart,electronics,bike,two day,central,cold,50.9,16.41,3,16,no,delivered,4,303.73,0.16115843270868824,0.3222108495394063,0.13536460546713674
3233.0,xpressbees,furniture,bike,express,south,rainy,169.1,2.91,8,5,yes,delayed,3,904.23,0.5638841567291312,0.0458546571136131,0.5260472441682564
3234.0,delhivery,fragile items,truck,express,east,stormy,30.5,38.22,6,2,yes,delayed,3,317.16,0.09165247018739353,0.7686796315250767,0.14410210394799608
3235.0,shadowfax,furniture,ev bike,same day,north,stormy,123.3,9.4,11,8,yes,delayed,2,744.7,0.4078364565587734,0.17871033776867962,0.42225773317410226
3236.0,shadowfax,electronics,ev van,express,north,rainy,168.0,5.33,5,5,yes,delayed,2,905.99,0.5601362862010222,0.0953940634595701,0.5271922923682797
3237.0,dhl,fragile items,ev bike,two day,north,rainy,159.5,37.79,8,16,no,delivered,4,910.87,0.531175468483816,0.7598771750255885,0.5303671987410714
3238.0,ecom express,cosmetics,ev bike,same day,north,stormy,292.6,37.67,14,8,yes,delayed,2,1632.7206,0.9846678023850086,0.7574206755373593,1.0
3239.0,amazon logistics,documents,bike,two day,north,foggy,201.4,21.1,9,16,no,delivered,4,1070.3,0.6739352640545145,0.41821903787103376,0.6340916501784062
3240.0,delhivery,documents,truck,express,east,cold,160.4,43.67,7,5,yes,delayed,2,983.01,0.5342419080068144,0.8802456499488229,0.5773011630306614
3241.0,blue dart,automobile parts,ev bike,standard,west,rainy,196.4,20.78,11,24,no,delivered,4,1044.34,0.6568994889267462,0.41166837256908906,0.617202189228063
3242.0,blue dart,furniture,van,standard,west,stormy,222.1,25.6,8,24,no,delivered,4,1187.3,0.7444633730834753,0.5103377686796315,0.7102113316572255
3243.0,ecom express,clothing,ev van,standard,central,foggy,286.5,39.63,11,24,no,delivered,5,1551.39,0.9638841567291312,0.7975435005117707,0.9470866720813567
3244.0,fedex,documents,ev van,two day,east,foggy,45.0,6.78,6,16,no,delivered,4,245.34,0.14105621805792165,0.12507676560900716,0.09737633024022851
3245.0,xpressbees,documents,ev van,standard,north,stormy,214.5,2.73,9,24,no,delivered,5,1080.69,0.7185689948892675,0.04216990788126918,0.6408513381319527
3246.0,amazon logistics,groceries,ev van,standard,central,hot,4.8,31.03,2,24,no,delivered,4,117.09,0.004088586030664396,0.6214943705220061,0.013937448619214997
3247.0,xpressbees,groceries,truck,same day,central,rainy,3.6,18.11,5,8,no,delivered,4,168.83,0.0,0.3570112589559877,0.04759926331762623
3248.0,delhivery,furniture,ev bike,standard,south,stormy,214.4,11.91,10,24,no,delivered,4,1107.73,0.7182282793867122,0.2300921187308086,0.6584434422959464
3249.0,blue dart,documents,bike,two day,central,cold,166.7,40.87,7,16,no,delivered,5,956.11,0.5557069846678024,0.8229273285568064,0.559800142246215
3250.0,dhl,pharmacy,scooter,two day,east,cold,240.1,29.85,7,16,no,delivered,3,1290.05,0.8057921635434413,0.5973387922210849,0.7770600262892655
3251.0,dhl,furniture,truck,express,south,stormy,113.9,44.49,6,4,yes,failed,2,752.97,0.375809199318569,0.8970317297850563,0.4276381585230752
3252.0,xpressbees,automobile parts,bike,same day,north,clear,46.6,22.49,2,8,no,delivered,4,400.47,0.1465076660988075,0.4466734902763561,0.1983032207343246
3253.0,blue dart,fragile items,ev bike,express,central,cold,193.4,29.38,7,5,yes,delayed,2,1105.14,0.6466780238500852,0.5877175025588536,0.6567583997743214
3254.0,dhl,documents,scooter,express,west,cold,156.7,43.26,6,5,yes,delayed,2,963.28,0.5216354344122658,0.8718526100307061,0.5644649124701733
3255.0,ekart,electronics,van,express,east,cold,90.2,21.76,4,3,yes,delayed,2,566.28,0.2950596252129472,0.4317297850562948,0.3061784718967437
3256.0,blue dart,pharmacy,scooter,express,west,hot,140.2,36.86,5,4,yes,failed,2,861.58,0.46541737649063025,0.7408393039918116,0.4982993431847382
3257.0,blue dart,groceries,truck,express,west,clear,165.0,12.26,4,5,no,delivered,5,911.78,0.5499148211243612,0.2372569089048106,0.5309592407081289
3258.0,blue dart,automobile parts,bike,standard,east,stormy,62.6,0.96,7,24,no,delivered,4,315.88,0.20102214650766612,0.005936540429887409,0.14326934162070643
3259.0,shadowfax,groceries,ev bike,same day,south,rainy,220.4,31.16,7,8,no,delivered,4,1295.48,0.7386712095400342,0.6241555783009212,0.7805927602245647
3260.0,dhl,documents,ev van,standard,east,hot,182.6,15.98,6,24,no,delivered,4,960.94,0.6098807495741057,0.3134083930399181,0.562942518840597
3261.0,dhl,groceries,ev bike,two day,west,clear,20.7,10.67,2,16,no,delivered,3,135.51,0.058262350936967626,0.20470829068577276,0.025921418985367574
3262.0,fedex,fragile items,scooter,two day,north,clear,150.7,48.58,5,16,no,delivered,5,899.24,0.5011925042589438,0.9807574206755372,0.5228007722829632
3263.0,xpressbees,clothing,scooter,standard,north,hot,81.7,11.9,4,24,no,delivered,5,444.2,0.26609880749574105,0.2298874104401228,0.22675376493149357
3264.0,amazon logistics,automobile parts,scooter,standard,central,rainy,266.7,45.86,12,24,no,delivered,4,1471.08,0.8964224872231686,0.9250767656090071,0.8948373419996131
3265.0,fedex,documents,truck,express,east,clear,135.7,32.06,4,4,yes,delayed,2,824.68,0.4500851788756388,0.6425793244626408,0.47429236671834124
3266.0,shadowfax,fragile items,ev van,standard,west,clear,43.9,6.95,3,24,no,delivered,3,240.35,0.1373083475298126,0.1285568065506653,0.09412985835493526
3267.0,xpressbees,furniture,ev van,express,east,rainy,200.1,43.87,11,6,yes,failed,1,1182.11,0.6695059625212948,0.8843398157625383,0.7068347406582932
3268.0,xpressbees,pharmacy,ev van,two day,central,foggy,80.0,5.42,5,16,no,delivered,5,416.26,0.2603066439522998,0.09723643807574206,0.20857612475612425
3269.0,blue dart,clothing,ev bike,express,south,hot,287.8,32.49,10,7,yes,failed,2,1586.47,0.968313458262351,0.651381780962129,0.9699095646136384
3270.0,ecom express,cosmetics,scooter,two day,north,stormy,11.5,17.76,6,16,no,delivered,4,110.78,0.026916524701873938,0.34984646878198566,0.009832190583904311
3271.0,blue dart,pharmacy,van,standard,west,foggy,40.2,10.5,4,24,no,delivered,5,232.5,0.12470187393526408,0.20122824974411463,0.08902268314460424
3272.0,dhl,furniture,scooter,same day,south,cold,297.1,22.12,6,8,no,delivered,4,1632.7206,1.0000000000000002,0.4390992835209826,1.0
3273.0,shadowfax,furniture,bike,same day,west,hot,284.5,8.55,11,8,yes,delayed,2,1548.15,0.9570698466780239,0.16131013306038894,0.9449787424404048
3274.0,dhl,pharmacy,ev bike,standard,east,foggy,19.2,45.81,1,24,no,delivered,4,233.43,0.05315161839863714,0.9240532241555782,0.08962773702302562
3275.0,ekart,furniture,truck,express,south,cold,114.3,31.22,2,4,no,delivered,5,715.16,0.37717206132879044,0.6253838280450358,0.4030391400896208
3276.0,ecom express,automobile parts,ev van,express,east,hot,282.2,26.8,7,7,no,delivered,5,1541.4,0.9492333901192505,0.5349027635619242,0.9405872223550882
3277.0,delhivery,electronics,ev van,same day,east,foggy,82.0,34.7,6,8,no,delivered,4,614.1,0.26712095400340713,0.6966223132036847,0.3372899519678304
3278.0,ekart,documents,truck,two day,east,foggy,258.0,44.81,9,16,no,delivered,5,1424.43,0.8667802385008518,0.903582395087001,0.8644870587433148
3279.0,ecom express,fragile items,bike,same day,south,clear,156.8,33.95,8,8,yes,delayed,2,985.85,0.5219761499148212,0.6812691914022517,0.5791488544443354
3280.0,xpressbees,fragile items,van,same day,south,hot,242.5,47.56,10,8,yes,delayed,2,1455.18,0.81396933560477,0.9598771750255884,0.884492872465312
3281.0,delhivery,groceries,van,same day,south,stormy,199.4,14.51,9,8,yes,failed,1,1140.53,0.6671209540034072,0.2833162743091095,0.6797829769327436
3282.0,xpressbees,furniture,ev bike,two day,east,clear,241.5,47.85,7,16,no,delivered,3,1351.05,0.8105621805792164,0.9658137154554759,0.8167463559491628
3283.0,ecom express,electronics,truck,same day,central,clear,104.0,34.33,4,8,no,delivered,4,722.99,0.3420783645655877,0.689048106448311,0.40813330338858794
3284.0,delhivery,clothing,ev bike,express,south,clear,295.4,17.09,9,7,yes,failed,1,1578.27,0.9942078364565587,0.33613101330603884,0.9645746809544391
3285.0,dhl,automobile parts,bike,standard,west,clear,119.3,31.21,4,24,no,delivered,4,690.13,0.39420783645655877,0.62517911975435,0.386754733017699
3286.0,fedex,pharmacy,bike,two day,north,rainy,12.4,33.99,3,16,no,delivered,5,163.97,0.029982964224872233,0.6820880245649948,0.04443736885619833
3287.0,blue dart,electronics,ev van,two day,north,hot,230.6,20.32,7,16,no,delivered,4,1213.96,0.7734241908006815,0.40225179119754345,0.7275562095053053
3288.0,blue dart,fragile items,van,two day,west,cold,66.1,27.37,3,16,no,delivered,3,412.61,0.21294718909710392,0.5465711361310133,0.20620145093221237
3289.0,blue dart,groceries,ev bike,same day,west,foggy,28.7,5.69,4,8,no,delivered,5,260.57,0.08551959114139693,0.10276356192425794,0.10728490074383892
3290.0,blue dart,pharmacy,ev van,express,west,stormy,205.8,12.71,9,6,yes,delayed,2,1117.13,0.6889267461669507,0.2464687819856704,0.6645590406369799
3291.0,dhl,fragile items,bike,same day,east,stormy,234.1,0.67,14,8,yes,delayed,2,1272.0,0.7853492333901193,0.0,0.7653167762833452
3292.0,fedex,fragile items,ev bike,express,south,stormy,190.3,10.08,9,5,yes,delayed,3,1031.74,0.6361158432708689,0.19263050153531217,0.6090046850688056
3293.0,ekart,clothing,scooter,two day,north,hot,74.3,47.34,3,16,no,delivered,4,513.52,0.24088586030664397,0.9553735926305015,0.27185304971877355
3294.0,ekart,groceries,bike,standard,central,clear,63.7,15.17,3,24,no,delivered,4,364.01,0.20477001703577516,0.2968270214943705,0.17458250631793354
3295.0,blue dart,documents,scooter,two day,north,stormy,94.6,27.61,8,16,no,delivered,4,555.83,0.31005110732538327,0.5514841351074717,0.29937974820910557
3296.0,amazon logistics,automobile parts,ev bike,same day,central,foggy,206.7,29.72,8,8,yes,delayed,3,1222.66,0.6919931856899489,0.5946775844421698,0.7332163909486021
3297.0,blue dart,fragile items,bike,two day,south,hot,18.7,35.53,0,16,no,delivered,5,200.09,0.05144804088586031,0.7136131013306038,0.06793688077940307
3298.0,ecom express,pharmacy,ev bike,standard,east,cold,258.5,22.51,7,24,no,delivered,4,1360.03,0.8684838160136287,0.4470829068577277,0.8225887041515543
3299.0,fedex,electronics,van,same day,north,foggy,288.9,6.93,10,8,yes,delayed,2,1565.29,0.9720613287904599,0.12814738996929373,0.9561299504792675
3300.0,amazon logistics,fragile items,scooter,express,west,stormy,265.6,30.76,11,7,yes,failed,2,1470.28,0.8926746166950598,0.6159672466734902,0.8943168655450571
3301.0,shadowfax,pharmacy,scooter,same day,east,rainy,127.6,32.16,6,8,no,delivered,4,834.48,0.4224872231686541,0.6446264073694983,0.48066820328665266
3302.0,ekart,documents,van,same day,east,clear,158.6,20.56,3,8,no,delivered,4,954.68,0.5281090289608178,0.407164790174002,0.558869790583696
3303.0,shadowfax,groceries,van,same day,north,clear,154.7,49.52,5,8,no,delivered,4,1022.12,0.5148211243611585,0.9999999999999999,0.6027459557027693
3304.0,ekart,furniture,scooter,same day,south,cold,179.5,18.79,8,8,yes,delayed,3,1053.87,0.5993185689948893,0.3709314227226202,0.6234023649929616
3305.0,blue dart,documents,truck,standard,east,rainy,256.6,1.47,12,24,no,delivered,5,1287.41,0.8620102214650768,0.01637666325486182,0.7753424539892307
3306.0,ekart,automobile parts,ev van,express,north,clear,259.8,7.68,6,7,no,delivered,4,1372.04,0.8729131175468484,0.1435005117707267,0.8304023569255766
3307.0,ekart,automobile parts,van,express,west,rainy,94.0,47.33,6,3,yes,delayed,2,661.99,0.3080068143100511,0.9551688843398156,0.3684469737286907
3308.0,blue dart,electronics,scooter,two day,south,stormy,34.2,37.35,4,16,no,delivered,5,283.05,0.10425894378194209,0.7508700102354144,0.12191028911686336
3309.0,delhivery,automobile parts,truck,same day,west,foggy,167.2,42.04,6,8,no,delivered,3,1062.12,0.5574105621805793,0.8468781985670418,0.6287697784305707
3310.0,ecom express,groceries,ev bike,standard,north,clear,12.5,48.2,2,24,no,delivered,4,207.1,0.030323679727427597,0.972978505629478,0.07249755571245028
3311.0,fedex,fragile items,truck,express,north,foggy,203.6,35.24,10,6,yes,delayed,2,1173.72,0.6814310051107325,0.7076765609007164,0.701376243841137
3312.0,dhl,fragile items,truck,same day,central,cold,214.2,8.63,7,8,no,delivered,4,1196.89,0.7175468483816013,0.16294779938587514,0.716450543156216
3313.0,ecom express,pharmacy,ev bike,express,south,foggy,201.7,42.34,9,6,yes,delayed,2,1185.52,0.6749574105621806,0.8530194472876151,0.7090532715458384
3314.0,ekart,cosmetics,ev van,same day,central,cold,78.3,10.27,3,8,no,delivered,3,522.31,0.2545144804088586,0.19651995905834183,0.2775717847632079
3315.0,dhl,cosmetics,bike,two day,west,foggy,223.0,34.38,5,16,no,delivered,4,1218.14,0.7475298126064737,0.69007164790174,0.7302756989803606
3316.0,amazon logistics,fragile items,ev van,same day,east,rainy,88.5,1.83,3,8,no,delivered,4,547.99,0.28926746166950595,0.023746161719549637,0.2942790789544565
3317.0,shadowfax,groceries,ev van,same day,west,stormy,127.9,17.13,7,8,no,delivered,4,790.89,0.4235093696763203,0.33694984646878196,0.4523087424690309
3318.0,dhl,cosmetics,ev van,same day,east,cold,210.0,25.94,7,8,no,delivered,5,1227.82,0.703236797274276,0.5172978505629477,0.7365734640804884
3319.0,ekart,automobile parts,van,express,south,hot,93.8,34.98,3,3,yes,delayed,2,623.94,0.30732538330494036,0.7023541453428862,0.3436918123588696
3320.0,delhivery,automobile parts,ev van,same day,central,cold,266.2,42.67,6,8,no,delivered,3,1559.01,0.8947189097103918,0.8597748208802456,0.9520442103110027
3321.0,delhivery,clothing,bike,standard,north,clear,98.5,3.14,4,24,no,delivered,4,501.92,0.32333901192504255,0.05056294779938587,0.2643061411277111
3322.0,blue dart,furniture,van,two day,west,hot,258.2,41.04,7,16,no,delivered,5,1414.12,0.8674616695059625,0.8264073694984646,0.8577794184352238
3323.0,amazon logistics,furniture,ev van,express,west,clear,282.1,37.45,10,7,yes,delayed,3,1572.85,0.9488926746166951,0.7529170931422723,0.961048452974822
3324.0,shadowfax,pharmacy,scooter,two day,north,hot,113.0,40.82,5,16,no,delivered,4,687.46,0.3727427597955707,0.8219037871033776,0.3850176428506183
3325.0,dhl,pharmacy,ev bike,express,west,rainy,16.4,26.39,6,2,yes,delayed,3,211.17,0.04361158432708688,0.5265097236438075,0.0751454796750041
3326.0,amazon logistics,fragile items,scooter,two day,central,hot,76.9,29.38,2,16,no,delivered,5,472.64,0.2497444633730835,0.5877175025588536,0.2452567028909604
3327.0,blue dart,furniture,truck,same day,south,foggy,231.3,5.81,8,8,yes,delayed,2,1273.93,0.7758091993185691,0.10522006141248719,0.7665724257299616
3328.0,blue dart,cosmetics,truck,two day,east,clear,29.5,40.94,0,16,no,delivered,5,270.32,0.08824531516183987,0.8243602865916069,0.11362820753374053
3329.0,dhl,automobile parts,ev van,express,south,hot,262.8,7.45,5,7,no,delivered,5,1386.35,0.8831345826235094,0.13879222108495393,0.8397123795064476
3330.0,ecom express,electronics,van,same day,north,foggy,180.0,30.04,6,8,no,delivered,5,1090.12,0.6010221465076662,0.6012282497441146,0.6469864543400318
3331.0,shadowfax,pharmacy,ev bike,same day,north,clear,239.3,14.68,4,8,no,delivered,5,1340.54,0.8030664395229984,0.2867963152507676,0.809908596527433
3332.0,amazon logistics,groceries,van,same day,north,rainy,228.0,5.96,7,8,no,delivered,4,1257.88,0.764565587734242,0.10829068577277379,0.7561303668604313
3333.0,ekart,automobile parts,van,express,west,rainy,226.2,11.64,12,6,yes,delayed,2,1215.92,0.7584327086882453,0.22456499488229273,0.7288313768189676
3334.0,amazon logistics,furniture,bike,express,west,rainy,8.3,0.9,3,2,yes,delayed,3,95.6674,0.016013628620102218,0.004708290685772774,0.0
3335.0,delhivery,pharmacy,bike,standard,north,foggy,221.9,12.31,10,24,no,delivered,4,1146.43,0.7437819420783647,0.23828045035823953,0.6836214907850944
3336.0,ekart,cosmetics,ev bike,same day,north,foggy,203.6,21.82,8,8,yes,delayed,3,1183.46,0.6814310051107325,0.4329580348004094,0.7077130446753567
3337.0,fedex,documents,bike,express,central,rainy,180.9,29.3,6,5,yes,delayed,3,1042.4,0.6040885860306645,0.5860798362333675,0.6159400338257648
3338.0,delhivery,furniture,bike,standard,central,rainy,257.2,8.05,11,24,no,delivered,5,1310.15,0.8640545144804088,0.1510747185261003,0.7901369972099859
3339.0,amazon logistics,cosmetics,scooter,express,east,hot,159.2,14.38,4,5,no,delivered,4,889.14,0.53015332197615,0.28065506653019445,0.5162297570441933
3340.0,amazon logistics,cosmetics,van,express,west,stormy,171.6,33.7,9,5,yes,failed,1,1009.1,0.5724020442930153,0.6761514841351075,0.59427520140487
3341.0,fedex,documents,bike,same day,south,rainy,155.8,10.16,5,8,no,delivered,5,909.48,0.5185689948892676,0.19426816786079834,0.5294628709012804
3342.0,ekart,fragile items,truck,two day,north,foggy,223.6,16.13,9,16,no,delivered,5,1166.39,0.7495741056218058,0.3164790174002047,0.6966073783262674
3343.0,delhivery,clothing,ev bike,two day,central,cold,279.2,28.16,7,16,no,delivered,5,1480.48,0.9390119250425895,0.5627430910951893,0.9009529403406465
3344.0,shadowfax,documents,truck,same day,south,clear,180.2,23.91,7,8,no,delivered,5,1072.73,0.6017035775127768,0.4757420675537359,0.6356725974091202
3345.0,fedex,fragile items,truck,two day,south,cold,106.7,19.02,3,16,no,delivered,4,590.56,0.35127768313458263,0.375639713408393,0.32197493229251917
3346.0,xpressbees,pharmacy,ev van,standard,east,clear,154.0,33.81,5,24,no,delivered,5,871.43,0.5124361158432709,0.678403275332651,0.5047077095314592
3347.0,shadowfax,furniture,ev van,two day,west,rainy,283.8,14.27,15,16,no,delivered,5,1461.81,0.9546848381601364,0.2784032753326509,0.8888063210824452
3348.0,blue dart,pharmacy,truck,same day,north,stormy,55.8,19.59,8,8,yes,failed,1,437.77,0.1778534923339012,0.38730808597748206,0.22257043542799948
3349.0,blue dart,automobile parts,bike,express,east,rainy,272.0,27.64,12,7,yes,delayed,3,1492.92,0.9144804088586032,0.5520982599795291,0.9090463492089929
3350.0,amazon logistics,documents,ev bike,express,east,cold,249.7,21.11,10,6,yes,delayed,2,1361.83,0.8385008517887564,0.4184237461617195,0.8237597761743053
3351.0,blue dart,documents,ev bike,express,west,hot,111.2,17.12,2,4,no,delivered,5,657.36,0.3666098807495741,0.3367451381780962,0.36543471624794766
3352.0,ecom express,furniture,scooter,two day,central,stormy,263.4,47.91,16,16,yes,delayed,2,1460.73,0.8851788756388416,0.9670419651995904,0.8881036778687945
3353.0,delhivery,fragile items,bike,express,west,foggy,225.0,13.31,11,6,yes,delayed,3,1214.93,0.754344122657581,0.25875127942681675,0.7281872872064544
3354.0,xpressbees,furniture,bike,standard,west,cold,284.6,17.14,9,24,no,delivered,5,1474.42,0.9574105621805793,0.33715455475946776,0.8970103311973846
3355.0,ecom express,cosmetics,scooter,two day,central,foggy,153.1,5.44,8,16,no,delivered,3,781.82,0.5093696763202726,0.09764585465711362,0.44640784066550204
3356.0,dhl,fragile items,ev bike,same day,east,cold,215.3,49.34,9,8,yes,failed,1,1324.52,0.7212947189097105,0.9963152507676561,0.7994860555249486
3357.0,delhivery,automobile parts,ev van,express,north,cold,106.6,40.85,5,4,yes,delayed,3,705.55,0.3509369676320272,0.822517911975435,0.39678691667926647
3358.0,amazon logistics,furniture,bike,same day,central,hot,115.4,10.35,6,8,no,delivered,3,708.05,0.3809199318568995,0.19815762538382803,0.3984134055997541
3359.0,blue dart,furniture,van,express,central,hot,54.9,10.13,3,3,yes,delayed,2,354.89,0.1747870528109029,0.19365404298874103,0.1686490747359948
3360.0,fedex,electronics,ev van,same day,central,stormy,173.1,19.37,7,8,no,delivered,5,1023.61,0.5775127768313458,0.3828045035823951,0.6037153430993799
3361.0,ecom express,electronics,bike,standard,central,cold,3.6,21.53,2,24,no,delivered,4,95.6674,0.0,0.427021494370522,0.0
3362.0,xpressbees,furniture,ev van,express,central,stormy,275.7,20.48,14,7,yes,failed,2,1489.94,0.9270868824531516,0.40552712384851586,0.9071075744157716
3363.0,delhivery,cosmetics,bike,express,west,cold,100.1,21.15,4,4,yes,failed,1,613.95,0.3287904599659284,0.41924257932446257,0.33719236263260116
3364.0,amazon logistics,fragile items,scooter,two day,north,rainy,187.1,16.5,10,16,no,delivered,4,985.0,0.6252129471890971,0.32405322415557825,0.5785958482113696
3365.0,blue dart,groceries,bike,two day,west,foggy,292.3,10.47,14,16,no,delivered,4,1492.91,0.9836456558773425,0.20061412487205732,0.9090398432533109
3366.0,xpressbees,pharmacy,ev bike,two day,north,clear,126.1,13.63,7,16,no,delivered,5,671.39,0.41737649063032367,0.2653019447287615,0.37456257206972404
3367.0,shadowfax,fragile items,van,express,north,clear,22.4,14.89,1,2,no,delivered,5,206.67,0.06405451448040886,0.29109518935516887,0.07221779961812641
3368.0,ekart,documents,van,express,west,rainy,113.2,27.45,7,4,yes,delayed,2,698.35,0.3734241908006814,0.5482088024564994,0.3921026285882622
3369.0,dhl,clothing,truck,same day,central,cold,294.2,4.03,7,8,no,delivered,4,1583.09,0.9901192504258944,0.06878198567041965,0.9677105515931392
3370.0,blue dart,automobile parts,scooter,express,south,rainy,287.4,8.92,10,7,yes,delayed,2,1513.76,0.9669505962521294,0.16888433981576254,0.9226047608501773
3371.0,ecom express,furniture,ev bike,same day,north,hot,205.0,27.42,5,8,no,delivered,4,1207.26,0.6862010221465077,0.5475946775844421,0.7231972191983985
3372.0,ekart,clothing,van,same day,east,rainy,204.3,16.06,7,8,no,delivered,4,1169.68,0.6838160136286202,0.31504605936540425,0.698747837745629
3373.0,ekart,documents,ev bike,two day,south,hot,145.5,28.99,3,16,no,delivered,5,814.47,0.4834752981260647,0.5797338792221084,0.4676497859670699
3374.0,fedex,documents,truck,express,central,rainy,151.9,41.9,8,5,yes,delayed,2,935.2,0.5052810902896082,0.844012282497441,0.5461961889152568
3375.0,xpressbees,clothing,ev bike,standard,north,foggy,166.4,43.38,10,24,no,delivered,5,962.14,0.5546848381601364,0.8743091095189355,0.563723233522431
3376.0,fedex,groceries,ev van,express,central,hot,119.5,6.29,5,4,yes,delayed,3,666.37,0.39488926746166947,0.1150460593654043,0.37129658231738494
3377.0,fedex,fragile items,truck,two day,south,cold,245.3,12.29,9,16,no,delivered,4,1263.37,0.8235093696763204,0.2378710337768679,0.759702136529822
3378.0,shadowfax,cosmetics,scooter,express,south,foggy,272.6,35.49,10,7,yes,delayed,2,1519.47,0.9165247018739354,0.7127942681678607,0.926319661544571
3379.0,amazon logistics,automobile parts,ev bike,express,west,stormy,258.9,26.82,13,7,yes,failed,1,1424.96,0.8698466780238501,0.5353121801432957,0.8648318743944581
3380.0,dhl,fragile items,ev bike,express,central,stormy,85.5,4.02,6,3,yes,delayed,2,489.56,0.27904599659284496,0.06857727737973386,0.25626477990482044
3381.0,amazon logistics,documents,van,express,east,foggy,61.1,45.08,3,3,yes,failed,2,490.74,0.19591141396933562,0.9091095189355167,0.2570324826752906
3382.0,amazon logistics,electronics,van,two day,east,foggy,292.7,33.3,12,16,no,delivered,5,1563.4,0.9850085178875639,0.6679631525076765,0.9549003248553791
3383.0,ecom express,clothing,ev van,same day,west,cold,47.9,1.0,3,8,no,delivered,5,342.5,0.15093696763202727,0.0067553735926305005,0.1605881956460583
